UF,Idade,Sexo,Refeicao,protein_g,carbs_g,fat_g,fiber_g,sugar_g,calories,calorie_class,caloria_total,nivel_caloria
PR,50,F,CAFE DA MANHA,25.3,32.7,13.6,14.5,9.5,384.0,low,421.4,MEDIA
ES,29,O,LANCHE,15.6,13.2,12.6,4.1,21.9,252.0,low,324.4,BAIXA
AC,45,F,JANTAR,27.3,54.4,34.9,17.6,15.4,657.0,medium,737.7,ALTA
BA,33,F,LANCHE,18.7,69.6,9.3,13.3,20.3,423.0,medium,544.7,MEDIA
SE,47,F,ALMOCO,19.5,31.6,22.0,5.4,19.0,425.0,medium,489.2,MEDIA
MS,56,M,CAFE DA MANHA,31.2,24.0,17.8,7.8,0.0,440.0,medium,396.6,BAIXA
PA,31,F,CAFE DA MANHA,32.1,84.9,13.2,4.6,5.0,595.0,medium,616.0,MEDIA
MG,33,F,LANCHE,21.0,30.2,23.3,8.5,7.5,355.0,low,461.5,MEDIA
RO,69,F,ALMOCO,6.4,60.7,18.8,9.7,0.0,448.0,medium,457.0,MEDIA
AL,41,M,CAFE DA MANHA,34.9,40.3,40.2,4.7,2.7,685.0,medium,682.8,MEDIA
AP,30,F,JANTAR,25.8,26.0,24.2,11.5,26.8,415.0,medium,555.2,MEDIA
ES,62,O,LANCHE,26.3,64.5,24.0,4.4,12.4,561.0,medium,637.6,MEDIA
PA,63,M,JANTAR,22.9,58.1,17.8,8.7,8.2,511.0,medium,534.4,MEDIA
RJ,70,O,ALMOCO,23.0,13.7,20.4,6.7,15.6,343.0,low,406.2,MEDIA
PA,65,M,JANTAR,16.5,62.0,7.9,11.8,0.0,377.0,low,408.7,MEDIA
MS,80,M,CAFE DA MANHA,32.9,54.4,24.0,2.0,26.2,610.0,medium,674.0,MEDIA
SE,54,M,CAFE DA MANHA,36.4,56.0,16.4,12.2,14.3,495.0,medium,598.8,MEDIA
BA,36,F,JANTAR,12.4,74.9,21.4,11.0,15.0,526.0,medium,623.8,MEDIA
PR,72,F,JANTAR,25.9,69.9,29.3,5.8,27.2,646.0,medium,767.3,ALTA
PB,34,M,ALMOCO,25.2,47.9,21.4,14.4,15.0,517.0,medium,573.8,MEDIA
MG,36,F,CAFE DA MANHA,17.4,66.8,17.3,11.6,8.8,511.0,medium,550.9,MEDIA
RO,70,M,ALMOCO,40.2,32.1,17.1,6.0,3.1,441.0,medium,467.5,MEDIA
ES,73,M,LANCHE,27.2,3.9,15.4,4.0,16.7,287.0,low,337.8,BAIXA
SE,39,F,JANTAR,33.5,58.8,34.5,8.3,20.4,677.0,medium,777.9,ALTA
GO,63,F,ALMOCO,33.3,43.2,10.7,8.7,22.2,427.0,medium,508.5,MEDIA
PB,76,F,CAFE DA MANHA,23.3,44.8,13.9,11.3,36.9,406.0,medium,567.7,MEDIA
PB,68,F,LANCHE,20.1,37.9,11.3,9.5,33.0,349.0,low,484.7,MEDIA
RR,18,O,LANCHE,20.5,37.3,13.3,3.8,11.1,319.0,low,402.9,MEDIA
MS,59,M,ALMOCO,35.6,31.7,14.8,2.6,0.7,394.0,low,410.4,MEDIA
ES,28,M,LANCHE,32.0,45.7,28.7,9.4,18.8,584.0,medium,663.1,MEDIA
AC,71,M,JANTAR,10.2,44.0,18.3,5.6,25.1,366.0,low,493.1,MEDIA
MA,22,F,CAFE DA MANHA,35.1,43.5,27.0,10.2,0.0,562.0,medium,577.8,MEDIA
RR,80,F,LANCHE,23.2,34.6,16.8,11.4,26.9,357.0,low,512.8,MEDIA
AC,29,F,LANCHE,11.5,20.4,5.0,8.2,19.2,174.0,low,265.8,BAIXA
SP,44,M,ALMOCO,29.3,30.1,18.3,10.9,12.4,436.0,medium,473.7,MEDIA
PB,32,M,JANTAR,17.7,84.8,19.0,5.3,1.7,581.0,medium,598.4,MEDIA
AM,69,F,LANCHE,25.5,36.8,7.6,0.0,3.5,370.0,low,331.6,BAIXA
GO,42,O,ALMOCO,32.4,58.8,18.4,5.1,16.9,563.0,medium,608.2,MEDIA
PB,64,M,CAFE DA MANHA,27.9,60.2,16.5,12.4,3.2,513.0,medium,538.5,MEDIA
GO,22,M,LANCHE,37.4,36.0,14.4,3.3,10.7,440.0,medium,472.6,MEDIA
AP,46,M,CAFE DA MANHA,33.2,80.3,29.6,10.2,15.5,725.0,high,802.8,ALTA
PI,75,M,CAFE DA MANHA,28.5,37.4,23.6,5.6,12.2,445.0,medium,536.0,MEDIA
RJ,76,M,ALMOCO,23.5,57.9,32.0,7.9,15.2,616.0,medium,690.2,MEDIA
AM,31,M,LANCHE,32.5,19.9,36.9,8.8,0.0,509.0,medium,559.3,MEDIA
ES,42,F,JANTAR,5.9,36.0,25.5,17.6,15.7,327.0,low,495.1,MEDIA
DF,43,M,LANCHE,18.2,73.9,18.8,2.3,26.0,575.0,medium,646.2,MEDIA
PI,53,M,JANTAR,29.2,46.8,20.0,5.6,17.3,493.0,medium,564.4,MEDIA
RN,51,M,ALMOCO,36.9,63.9,5.2,1.7,1.7,490.0,medium,460.2,MEDIA
RN,24,O,ALMOCO,28.5,35.6,18.4,10.1,36.4,382.0,low,587.8,MEDIA
SE,66,M,JANTAR,18.3,57.2,19.9,14.5,3.6,507.0,medium,524.5,MEDIA
RS,32,M,ALMOCO,20.5,41.9,29.8,10.6,1.8,513.0,medium,546.2,MEDIA
GO,37,M,JANTAR,30.5,11.3,15.1,9.6,21.3,231.0,low,407.5,MEDIA
AP,70,F,ALMOCO,25.5,43.8,14.1,6.4,23.4,462.0,medium,510.5,MEDIA
PE,61,F,CAFE DA MANHA,6.8,41.9,22.1,3.2,20.8,415.0,medium,483.3,MEDIA
SP,42,M,LANCHE,32.2,61.9,18.0,15.5,13.4,540.0,medium,623.0,MEDIA
TO,75,M,CAFE DA MANHA,28.9,49.0,16.8,8.7,6.8,477.0,medium,507.4,MEDIA
DF,42,M,CAFE DA MANHA,23.0,42.3,24.0,4.6,17.2,515.0,medium,555.2,MEDIA
DF,53,F,CAFE DA MANHA,23.3,71.3,34.9,10.1,14.5,718.0,high,770.7,ALTA
AL,33,O,CAFE DA MANHA,19.5,54.5,28.8,13.6,0.0,541.0,medium,582.4,MEDIA
AM,29,M,ALMOCO,32.8,71.5,22.0,5.5,7.6,648.0,medium,656.6,MEDIA
PB,48,M,JANTAR,18.0,51.6,17.9,12.8,15.0,508.0,medium,525.1,MEDIA
PB,53,F,ALMOCO,35.0,90.9,24.5,7.1,13.5,709.0,high,792.3,ALTA
MT,68,F,JANTAR,21.3,39.1,22.0,10.1,7.1,459.0,medium,488.2,MEDIA
GO,42,M,LANCHE,19.4,46.7,32.6,7.1,35.1,565.0,medium,712.4,ALTA
RR,74,M,CAFE DA MANHA,36.3,33.9,2.2,6.6,12.5,303.0,low,363.8,BAIXA
MG,56,M,CAFE DA MANHA,22.3,78.0,11.1,3.6,15.6,494.0,medium,570.7,MEDIA
RO,22,F,JANTAR,21.6,66.5,17.7,5.9,15.1,519.0,medium,583.9,MEDIA
TO,64,F,LANCHE,14.8,62.1,13.2,8.3,0.0,417.0,medium,443.0,MEDIA
GO,54,F,JANTAR,33.6,49.8,28.9,16.8,0.0,630.0,medium,627.3,MEDIA
CE,42,F,ALMOCO,9.0,53.2,23.6,9.9,3.9,466.0,medium,496.6,MEDIA
SE,47,M,LANCHE,29.0,31.2,31.4,11.1,25.1,542.0,medium,646.0,MEDIA
PI,37,M,LANCHE,39.2,48.2,33.7,10.1,33.2,621.0,medium,805.9,ALTA
ES,56,M,JANTAR,22.0,14.9,27.0,9.4,16.7,368.0,low,476.2,MEDIA
PE,53,F,CAFE DA MANHA,27.0,67.4,11.4,5.4,19.3,481.0,medium,568.2,MEDIA
PA,46,F,JANTAR,28.0,56.5,16.9,6.4,0.0,472.0,medium,502.9,MEDIA
SP,35,M,ALMOCO,0.0,29.5,31.0,2.2,8.2,415.0,medium,434.2,MEDIA
DF,43,M,JANTAR,29.0,54.0,15.6,15.4,9.8,455.0,medium,542.4,MEDIA
TO,49,F,ALMOCO,17.3,47.2,18.8,6.7,14.1,422.0,medium,497.0,MEDIA
SE,47,F,LANCHE,20.4,39.7,28.9,5.9,13.2,485.0,medium,565.1,MEDIA
BA,37,F,ALMOCO,40.4,45.6,11.1,10.1,21.8,432.0,medium,551.3,MEDIA
BA,54,M,JANTAR,39.4,40.0,28.0,8.3,22.7,547.0,medium,677.0,MEDIA
PB,32,O,ALMOCO,25.3,40.8,20.6,5.6,10.1,441.0,medium,501.4,MEDIA
AL,49,F,ALMOCO,34.9,44.1,24.6,7.5,12.0,478.0,medium,600.4,MEDIA
GO,25,F,LANCHE,46.6,32.0,14.4,7.4,19.8,412.0,medium,538.0,MEDIA
MS,47,F,LANCHE,33.5,80.7,15.4,11.5,9.0,577.0,medium,654.4,MEDIA
TO,67,O,ALMOCO,38.3,92.1,9.9,10.3,12.2,588.0,medium,680.1,MEDIA
TO,69,O,LANCHE,10.6,34.4,13.5,5.9,24.2,317.0,low,410.1,MEDIA
BA,61,F,ALMOCO,28.9,49.4,19.2,0.0,12.8,481.0,medium,537.2,MEDIA
SP,64,M,LANCHE,15.2,38.1,27.9,14.8,3.1,440.0,medium,506.3,MEDIA
AP,22,M,LANCHE,32.1,71.5,12.4,9.3,5.1,488.0,medium,565.0,MEDIA
RS,39,F,LANCHE,24.7,46.3,19.0,8.7,0.5,442.0,medium,474.4,MEDIA
RR,59,F,JANTAR,26.5,45.9,19.1,14.1,5.5,447.0,medium,511.7,MEDIA
SP,68,M,ALMOCO,28.9,63.3,16.9,9.7,28.9,553.0,medium,655.9,MEDIA
DF,54,M,CAFE DA MANHA,16.4,41.1,21.8,0.2,21.5,447.0,medium,512.6,MEDIA
SP,71,O,LANCHE,37.7,41.8,25.5,11.7,18.5,479.0,medium,644.9,MEDIA
AM,35,F,CAFE DA MANHA,29.1,29.5,25.7,11.0,7.4,451.0,medium,517.3,MEDIA
PB,27,O,CAFE DA MANHA,22.5,82.7,10.6,7.3,15.3,529.0,medium,592.0,MEDIA
MG,23,M,LANCHE,30.4,46.8,19.6,6.6,9.4,465.0,medium,536.0,MEDIA
GO,54,F,ALMOCO,26.8,20.0,22.3,12.0,4.5,413.0,medium,429.9,MEDIA
AC,59,F,ALMOCO,16.8,56.7,17.9,13.8,0.0,453.0,medium,482.7,MEDIA
RS,35,M,JANTAR,22.6,54.4,24.0,9.5,11.7,510.0,medium,589.8,MEDIA
MA,67,M,CAFE DA MANHA,22.4,49.1,17.5,10.0,10.1,444.0,medium,503.9,MEDIA
PI,64,O,CAFE DA MANHA,28.0,71.5,35.4,4.0,17.2,746.0,high,793.4,ALTA
MS,40,M,CAFE DA MANHA,7.3,34.3,11.4,10.5,10.1,307.0,low,330.4,BAIXA
MT,33,F,CAFE DA MANHA,31.6,76.9,17.1,5.4,18.7,613.0,medium,673.5,MEDIA
SC,64,F,LANCHE,15.7,62.3,15.5,11.2,28.7,427.0,medium,588.7,MEDIA
AP,60,F,LANCHE,19.2,44.4,15.4,7.6,34.4,368.0,low,545.8,MEDIA
RN,28,M,LANCHE,16.3,58.0,28.9,3.2,17.5,484.0,medium,633.7,MEDIA
RS,34,F,ALMOCO,35.0,46.4,6.8,8.2,28.3,361.0,low,516.4,MEDIA
MT,48,M,ALMOCO,44.0,50.6,25.0,4.7,18.5,540.0,medium,686.8,MEDIA
ES,50,F,CAFE DA MANHA,32.8,47.6,26.6,13.5,27.9,537.0,medium,699.6,ALTA
AC,28,M,LANCHE,14.9,33.2,7.3,14.8,8.8,244.0,low,322.9,BAIXA
SE,77,F,LANCHE,34.8,34.6,21.6,0.0,20.6,485.0,medium,554.4,MEDIA
SE,42,F,CAFE DA MANHA,15.3,44.3,21.3,8.5,11.0,417.0,medium,491.1,MEDIA
DF,42,M,JANTAR,40.7,51.4,12.1,12.5,24.9,555.0,medium,601.9,MEDIA
AC,21,M,LANCHE,27.1,57.6,9.4,3.9,10.5,387.0,low,473.2,MEDIA
AM,73,F,ALMOCO,21.9,69.5,14.8,5.1,8.9,487.0,medium,544.6,MEDIA
AL,32,M,LANCHE,26.1,29.3,35.1,13.0,21.6,559.0,medium,649.9,MEDIA
RR,80,M,LANCHE,21.1,52.1,22.9,10.8,13.2,478.0,medium,573.3,MEDIA
SP,49,F,CAFE DA MANHA,33.5,40.5,19.4,15.5,13.3,472.0,medium,554.8,MEDIA
BA,73,O,CAFE DA MANHA,27.3,55.1,30.4,7.1,39.1,582.0,medium,773.8,ALTA
RS,29,F,LANCHE,14.0,14.6,31.7,7.2,18.0,378.0,low,486.1,MEDIA
BA,28,M,JANTAR,24.4,11.9,21.6,11.0,11.9,379.0,low,409.2,MEDIA
MA,68,O,LANCHE,31.0,42.4,19.9,7.7,13.1,446.0,medium,540.5,MEDIA
PE,69,F,LANCHE,20.4,57.8,25.2,8.6,0.0,489.0,medium,556.8,MEDIA
RN,52,M,LANCHE,31.4,33.7,0.0,2.3,10.1,249.0,low,305.4,BAIXA
SC,20,M,ALMOCO,23.2,112.4,23.6,9.1,27.7,725.0,high,883.8,ALTA
AL,77,M,CAFE DA MANHA,29.8,60.0,19.0,7.9,19.0,562.0,medium,622.0,MEDIA
CE,42,M,ALMOCO,28.7,65.9,32.5,5.2,26.6,707.0,high,787.7,ALTA
ES,76,F,JANTAR,19.8,63.9,18.1,2.7,6.1,509.0,medium,527.5,MEDIA
GO,72,M,JANTAR,40.0,64.3,27.3,0.0,25.6,662.0,medium,765.3,ALTA
TO,71,F,JANTAR,29.2,86.1,17.2,7.9,24.8,612.0,medium,731.0,ALTA
RS,61,M,CAFE DA MANHA,29.7,60.2,12.5,14.7,10.6,460.0,medium,543.9,MEDIA
GO,60,M,ALMOCO,32.3,30.4,21.1,7.7,9.3,431.0,medium,493.3,MEDIA
TO,51,M,LANCHE,32.5,66.3,11.0,16.4,1.8,497.0,medium,534.2,MEDIA
PA,19,F,CAFE DA MANHA,20.9,31.5,33.5,5.1,4.1,527.0,medium,537.7,MEDIA
PA,42,F,CAFE DA MANHA,37.0,50.6,38.4,15.7,35.2,737.0,high,868.2,ALTA
MS,64,M,LANCHE,29.6,32.9,19.2,16.9,0.8,449.0,medium,459.8,MEDIA
AM,69,M,LANCHE,23.3,35.9,20.0,5.2,2.3,419.0,medium,436.4,MEDIA
SE,53,M,LANCHE,19.8,17.6,25.3,6.9,12.4,383.0,low,440.7,MEDIA
AC,62,F,ALMOCO,29.9,56.7,17.5,7.0,20.2,508.0,medium,598.7,MEDIA
BA,19,M,ALMOCO,0.0,50.4,39.5,4.9,19.5,518.0,medium,644.9,MEDIA
DF,47,F,CAFE DA MANHA,21.4,51.4,15.9,11.1,16.0,446.0,medium,520.5,MEDIA
ES,49,M,CAFE DA MANHA,35.3,71.9,19.5,17.8,27.5,607.0,medium,749.9,ALTA
AM,74,M,ALMOCO,25.3,60.2,20.3,5.0,8.4,519.0,medium,568.3,MEDIA
AC,37,F,ALMOCO,29.1,64.2,7.6,16.1,11.2,390.0,low,518.6,MEDIA
RJ,32,F,JANTAR,25.2,32.5,29.4,2.5,10.5,479.0,medium,542.4,MEDIA
TO,40,M,ALMOCO,32.4,71.2,17.4,8.3,7.3,560.0,medium,616.8,MEDIA
AM,28,O,CAFE DA MANHA,24.9,24.1,22.7,9.4,14.3,362.0,low,476.3,MEDIA
GO,53,M,CAFE DA MANHA,14.5,56.6,18.7,7.3,16.2,444.0,medium,532.1,MEDIA
PA,58,M,LANCHE,34.3,47.9,12.3,5.6,14.1,431.0,medium,507.1,MEDIA
SE,68,M,CAFE DA MANHA,35.7,44.0,10.6,8.6,26.0,436.0,medium,535.4,MEDIA
RJ,79,F,CAFE DA MANHA,27.2,81.9,37.3,0.0,31.1,778.0,high,896.5,ALTA
RS,22,F,ALMOCO,30.5,65.6,15.7,10.7,19.1,531.0,medium,623.5,MEDIA
PR,33,M,ALMOCO,26.9,42.3,18.5,13.9,3.4,452.0,medium,484.7,MEDIA
MS,36,O,LANCHE,23.0,54.4,13.1,13.7,13.8,437.0,medium,510.1,MEDIA
CE,33,F,ALMOCO,22.1,11.9,23.2,15.0,25.8,374.0,low,478.0,MEDIA
SC,70,O,CAFE DA MANHA,7.0,41.7,31.5,10.9,18.4,469.0,medium,573.7,MEDIA
RO,26,F,LANCHE,33.7,92.2,22.1,10.8,35.2,739.0,high,864.9,ALTA
AC,19,O,ALMOCO,30.0,27.8,29.5,11.3,8.4,457.0,medium,552.9,MEDIA
RN,72,F,LANCHE,33.0,14.5,13.5,8.6,9.7,307.0,low,367.5,BAIXA
AP,78,M,CAFE DA MANHA,41.3,29.7,17.0,6.4,10.8,496.0,medium,493.0,MEDIA
RN,32,M,LANCHE,21.1,39.4,24.5,0.8,16.8,478.0,medium,531.3,MEDIA
RR,38,F,ALMOCO,21.7,49.7,15.8,3.6,0.0,400.0,medium,435.0,MEDIA
AM,49,M,ALMOCO,7.0,71.4,11.2,9.0,7.6,509.0,medium,462.8,MEDIA
MS,51,F,ALMOCO,19.7,31.8,26.1,9.8,13.6,474.0,medium,514.9,MEDIA
AM,80,M,JANTAR,28.1,90.8,23.7,7.2,0.0,644.0,medium,703.3,ALTA
PR,43,F,CAFE DA MANHA,11.4,69.8,26.4,5.3,9.7,519.0,medium,611.8,MEDIA
SE,18,M,JANTAR,25.5,32.6,21.3,14.7,30.1,404.0,medium,573.9,MEDIA
AP,44,O,JANTAR,48.1,52.9,26.6,3.2,0.8,669.0,medium,653.0,MEDIA
MT,53,M,ALMOCO,27.1,68.0,26.0,6.6,20.8,594.0,medium,710.8,ALTA
TO,50,M,ALMOCO,26.2,40.9,32.0,7.6,28.4,591.0,medium,685.2,MEDIA
GO,50,F,ALMOCO,34.8,30.9,23.4,12.8,10.0,437.0,medium,539.0,MEDIA
AM,76,F,JANTAR,35.5,22.9,11.0,9.5,7.8,348.0,low,382.8,BAIXA
PA,68,F,LANCHE,31.4,25.7,29.4,6.9,26.6,522.0,medium,613.2,MEDIA
PA,33,O,ALMOCO,28.8,56.5,16.1,9.5,23.7,506.0,medium,599.9,MEDIA
PI,40,M,CAFE DA MANHA,27.8,70.8,31.1,12.9,9.3,685.0,medium,737.3,ALTA
GO,60,F,JANTAR,23.7,89.8,15.6,2.8,20.9,584.0,medium,683.6,MEDIA
SE,43,M,CAFE DA MANHA,20.8,27.5,19.2,6.4,22.6,366.0,low,469.2,MEDIA
PB,44,F,CAFE DA MANHA,23.1,73.0,12.1,19.1,17.5,509.0,medium,601.5,MEDIA
ES,28,M,ALMOCO,11.7,45.0,18.6,8.3,28.9,389.0,low,526.4,MEDIA
SE,34,M,ALMOCO,19.2,69.0,34.9,9.5,9.6,681.0,medium,724.3,ALTA
SP,64,F,JANTAR,34.3,64.1,32.3,7.7,4.0,688.0,medium,715.7,ALTA
PA,71,F,LANCHE,12.4,67.2,15.9,1.0,0.0,470.0,medium,463.5,MEDIA
AC,67,M,CAFE DA MANHA,12.8,59.9,39.5,3.1,15.2,658.0,medium,713.3,ALTA
PE,37,O,ALMOCO,28.9,64.6,21.2,13.7,20.1,547.0,medium,672.6,MEDIA
PB,26,F,LANCHE,23.1,69.5,35.9,5.2,0.0,611.0,medium,703.9,ALTA
BA,28,M,ALMOCO,16.9,14.1,14.2,16.7,13.4,234.0,low,338.8,BAIXA
PI,42,F,CAFE DA MANHA,32.0,75.6,17.5,9.7,0.0,618.0,medium,607.3,MEDIA
RR,50,M,ALMOCO,30.6,49.2,6.3,9.7,30.6,394.0,low,517.7,MEDIA
AP,74,M,LANCHE,34.6,20.4,37.2,17.4,17.7,532.0,medium,660.4,MEDIA
RN,74,F,JANTAR,44.1,38.4,32.3,12.3,26.3,587.0,medium,750.5,ALTA
AM,18,M,LANCHE,24.2,41.7,25.1,3.5,13.7,484.0,medium,551.3,MEDIA
RS,62,M,CAFE DA MANHA,17.2,53.1,26.8,19.1,30.4,524.0,medium,682.2,MEDIA
MS,36,F,LANCHE,29.5,50.9,19.7,12.0,14.3,484.0,medium,580.1,MEDIA
AC,30,M,ALMOCO,28.1,41.4,27.9,7.2,19.6,543.0,medium,621.9,MEDIA
TO,52,F,JANTAR,26.4,72.8,17.0,0.8,30.0,563.0,medium,671.4,MEDIA
BA,20,F,ALMOCO,11.7,62.2,5.4,2.6,8.1,350.0,low,381.8,BAIXA
PE,39,M,CAFE DA MANHA,20.8,39.4,14.4,3.7,10.1,422.0,medium,418.2,MEDIA
BA,52,F,ALMOCO,37.6,48.1,20.3,8.1,16.0,502.0,medium,605.7,MEDIA
SE,35,M,ALMOCO,28.8,62.5,11.5,6.9,0.0,480.0,medium,482.5,MEDIA
RN,55,F,CAFE DA MANHA,23.4,62.9,17.1,1.6,31.6,484.0,medium,628.7,MEDIA
RO,46,M,LANCHE,32.5,38.5,9.7,11.7,16.5,419.0,medium,460.7,MEDIA
MS,68,O,LANCHE,31.2,52.5,17.4,9.6,16.6,430.0,medium,577.0,MEDIA
MG,29,M,JANTAR,30.5,36.4,20.9,8.5,20.9,427.0,medium,556.3,MEDIA
PI,21,F,ALMOCO,37.7,55.5,11.8,0.3,15.8,482.0,medium,542.8,MEDIA
RO,51,M,CAFE DA MANHA,30.8,73.3,14.6,3.5,12.7,525.0,medium,605.6,MEDIA
RR,34,M,ALMOCO,9.0,61.8,28.6,10.9,29.6,482.0,medium,680.8,MEDIA
AC,62,F,ALMOCO,16.4,54.9,13.3,6.5,12.6,448.0,medium,468.3,MEDIA
PI,23,F,CAFE DA MANHA,20.2,69.9,30.9,12.0,11.1,612.0,medium,706.9,ALTA
AP,54,O,JANTAR,19.2,8.5,25.9,5.9,20.1,312.0,low,436.1,MEDIA
ES,80,M,JANTAR,19.5,43.2,11.5,12.9,16.1,345.0,low,444.5,MEDIA
RR,23,M,CAFE DA MANHA,15.8,56.2,9.1,7.7,3.7,402.0,medium,400.1,MEDIA
DF,37,M,LANCHE,10.8,68.9,28.2,6.0,23.5,572.0,medium,678.6,MEDIA
RO,71,M,LANCHE,23.6,25.0,23.8,0.4,28.1,409.0,medium,521.8,MEDIA
MG,51,F,ALMOCO,11.5,59.3,16.2,6.8,0.0,391.0,low,442.6,MEDIA
DF,29,O,LANCHE,41.4,77.4,15.4,7.8,8.6,610.0,medium,663.8,MEDIA
MA,31,F,CAFE DA MANHA,12.4,30.7,15.5,9.4,14.9,344.0,low,390.3,BAIXA
PB,66,M,CAFE DA MANHA,24.9,39.2,13.8,5.5,2.4,425.0,medium,401.2,MEDIA
RS,72,M,JANTAR,22.2,77.2,15.2,6.8,6.3,508.0,medium,573.2,MEDIA
PE,40,F,LANCHE,19.8,45.2,24.1,9.8,12.2,500.0,medium,545.3,MEDIA
SE,47,M,ALMOCO,24.9,60.1,29.4,7.6,17.5,612.0,medium,689.8,MEDIA
SC,67,F,ALMOCO,21.8,63.9,32.9,8.4,32.0,633.0,medium,783.7,ALTA
RS,29,M,JANTAR,28.3,71.0,23.0,11.2,12.3,589.0,medium,675.8,MEDIA
PE,30,M,ALMOCO,19.8,54.4,17.1,5.7,22.9,439.0,medium,553.7,MEDIA
ES,66,F,JANTAR,15.4,33.2,4.8,12.5,7.9,304.0,low,294.2,BAIXA
MS,29,M,JANTAR,17.8,20.4,23.4,14.1,19.1,409.0,medium,468.0,MEDIA
AM,66,O,ALMOCO,30.3,49.8,25.5,3.0,16.7,604.0,medium,622.7,MEDIA
MT,49,M,LANCHE,19.2,42.5,14.7,7.2,6.5,380.0,low,419.5,MEDIA
SE,80,M,LANCHE,56.1,35.9,30.5,9.5,24.7,628.0,medium,760.3,ALTA
MS,20,M,LANCHE,19.8,49.5,15.5,9.3,27.7,430.0,medium,546.1,MEDIA
AM,77,M,ALMOCO,25.0,58.4,30.8,9.3,17.1,614.0,medium,697.8,MEDIA
PI,32,F,CAFE DA MANHA,30.0,49.3,17.6,13.3,34.4,463.0,medium,639.8,MEDIA
SE,20,M,CAFE DA MANHA,9.8,72.3,7.0,9.7,6.3,395.0,low,436.0,MEDIA
SC,63,F,LANCHE,24.6,70.6,26.9,8.8,14.3,649.0,medium,697.7,MEDIA
ES,51,F,LANCHE,22.4,40.8,15.0,4.0,21.5,380.0,low,481.8,MEDIA
MG,70,M,LANCHE,22.1,79.9,19.3,7.2,26.0,567.0,medium,700.1,ALTA
PB,24,M,LANCHE,26.8,22.3,15.6,9.4,15.3,323.0,low,416.8,MEDIA
DF,23,M,CAFE DA MANHA,17.1,72.8,26.4,7.1,24.7,600.0,medium,710.2,ALTA
ES,53,F,CAFE DA MANHA,26.5,57.6,26.8,11.8,17.3,598.0,medium,670.4,MEDIA
DF,73,F,LANCHE,32.0,21.6,37.1,6.2,22.0,507.0,medium,648.7,MEDIA
TO,43,M,ALMOCO,25.2,44.8,27.3,0.3,2.7,489.0,medium,537.1,MEDIA
RS,68,F,LANCHE,25.9,43.0,8.3,8.2,13.4,367.0,low,420.3,MEDIA
RR,75,F,CAFE DA MANHA,35.2,48.7,18.1,10.1,24.6,472.0,medium,617.1,MEDIA
RR,72,M,ALMOCO,19.3,14.0,13.8,9.3,8.5,253.0,low,310.0,BAIXA
SE,50,M,JANTAR,30.8,56.0,9.5,8.3,5.0,412.0,medium,469.3,MEDIA
AP,62,O,CAFE DA MANHA,30.4,22.9,32.4,9.7,10.7,511.0,medium,567.0,MEDIA
SC,51,M,CAFE DA MANHA,30.3,55.3,8.0,10.3,15.7,393.0,low,497.8,MEDIA
AL,60,M,LANCHE,34.5,15.7,26.2,0.4,1.1,477.0,medium,441.8,MEDIA
MG,53,M,LANCHE,25.6,31.2,28.9,4.4,11.9,483.0,medium,543.7,MEDIA
PE,51,F,JANTAR,11.4,46.5,13.3,13.5,17.2,384.0,low,447.1,MEDIA
MA,45,M,JANTAR,42.4,53.1,21.4,6.4,7.5,610.0,medium,617.4,MEDIA
AM,59,M,LANCHE,22.7,32.3,21.8,10.2,15.5,428.0,medium,498.6,MEDIA
CE,65,M,CAFE DA MANHA,24.8,59.2,7.1,15.7,0.0,370.0,low,431.3,MEDIA
RR,75,F,ALMOCO,7.5,109.9,13.5,11.3,22.9,580.0,medium,705.3,ALTA
GO,56,M,JANTAR,24.2,52.9,19.7,8.0,4.3,517.0,medium,518.9,MEDIA
GO,24,O,ALMOCO,25.7,77.3,16.0,9.9,0.0,556.0,medium,575.8,MEDIA
SP,55,M,JANTAR,32.8,62.3,27.3,0.7,33.5,614.0,medium,761.5,ALTA
AM,37,M,LANCHE,26.0,41.8,22.3,10.6,30.8,496.0,medium,616.3,MEDIA
SP,19,O,CAFE DA MANHA,30.2,44.9,21.9,13.4,19.6,473.0,medium,602.7,MEDIA
SP,22,F,ALMOCO,16.7,5.5,22.6,5.7,18.2,287.0,low,376.4,BAIXA
PE,55,M,LANCHE,3.5,43.7,35.6,14.8,20.6,520.0,medium,621.2,MEDIA
BA,77,F,CAFE DA MANHA,35.3,72.4,34.3,10.9,9.6,698.0,medium,799.7,ALTA
BA,49,F,ALMOCO,25.9,85.7,23.9,8.3,18.6,651.0,medium,752.5,ALTA
ES,46,M,LANCHE,27.9,52.2,7.2,4.8,7.7,375.0,low,425.6,MEDIA
PR,23,F,CAFE DA MANHA,15.3,41.3,21.3,5.1,29.7,372.0,low,547.1,MEDIA
BA,60,F,ALMOCO,45.2,41.7,7.8,12.8,14.5,418.0,medium,501.4,MEDIA
MG,21,M,LANCHE,18.7,36.3,5.7,4.4,20.5,276.0,low,362.1,BAIXA
AM,70,F,LANCHE,36.7,46.5,9.6,0.0,19.0,400.0,low,495.2,MEDIA
PB,69,M,ALMOCO,25.0,73.1,11.3,7.7,21.0,493.0,medium,593.5,MEDIA
AC,80,M,JANTAR,50.5,46.9,6.4,10.3,4.7,474.0,medium,486.6,MEDIA
RN,35,O,JANTAR,45.6,42.1,18.3,4.5,22.3,507.0,medium,613.7,MEDIA
